name,link,store_name,price,URL
"Lenovo Thinkpad T14: 14'' FHD 400 Nits IPS, Ryzen 7 4750U, 16GB DDR4, 128GB PCIe SSD, IR & Fingerprint Reader, Win10H @ $1035.10 + F/S",/f/14340173-lenovo-thinkpad-t14-14-fhd-400-nits-ips-ryzen-7-4750u-16gb-ddr4-128gb-pcie-ssd-ir-fingerprint-reader-win10h-1035-10-f-s?src=catpagev2,,"$1,035.10",https://slickdeals.net/computer-deals/?page=12
intel Core i7-10700K Comet Lake 3.8GHz Eight-Core LGA 1200 Boxed Processor (Marvel Avengers Special Edition) $349.99 YMMV + Game Included YMMV,/f/14340605-intel-core-i7-10700k-comet-lake-3-8ghz-eight-core-lga-1200-boxed-processor-marvel-avengers-special-edition-349-99-ymmv-game-included-ymmv?src=catpagev2,,$349.99,https://slickdeals.net/computer-deals/?page=12
"CAISON Genuine Leather Laptop Sleeve- 39.99 (13"" macbook pro and macbook air and other sizes) $39.99",/f/14341016-caison-genuine-leather-laptop-sleeve-39-99-13-quot-macbook-pro-and-macbook-air-and-other-sizes-39-99?src=catpagev2,Amazon,$39.99,https://slickdeals.net/computer-deals/?page=12
"Anker 7-in-1 USB-C to HDMI Hub w/ 100W PD, microSD/SD Card Reader + 2x USB 3.0",/f/14339081-anker-7-in-1-usb-c-to-hdmi-hub-w-100w-pd-microsd-sd-card-reader-2x-usb-3-0-25-50-free-shipping?src=catpagev2,Amazon,$25.50,https://slickdeals.net/computer-deals/?page=12
Gigabyte B550 AORUS PRO ($164.99) +Free Shipping,/f/14339027-gigabyte-b550-aorus-pro-164-99-free-shipping?src=catpagev2,Newegg,$164.99,https://slickdeals.net/computer-deals/?page=12
WD Purple 4TB Surveillance Hard Disk Drive $95,/f/14338481-wd-purple-4tb-surveillance-hard-disk-drive-95?src=catpagev2,Newegg,$99.99,https://slickdeals.net/computer-deals/?page=12
Sonance In-ceiling Speaker pair $150,/f/14339153-sonance-in-ceiling-speaker-pair-150?src=catpagev2,Best Buy,$150,https://slickdeals.net/computer-deals/?page=12
Sony 32GB CFast 2.0 G Series Memory Card (2-Pack) with Blackjet VX-1C Card Reader $170,/f/14339807-sony-32gb-cfast-2-0-g-series-memory-card-2-pack-with-blackjet-vx-1c-card-reader-170?src=catpagev2,B&H Photo Video,$170,https://slickdeals.net/computer-deals/?page=12
Best Buy Credit Card Holders - Mystery Reward YMMV,/f/14338508-best-buy-credit-card-holders-mystery-reward-ymmv?src=catpagev2,Best Buy,$225,https://slickdeals.net/computer-deals/?page=12
"Gateway 14.1"" FHD Ultra Slim Notebook, AMD Ryzen 3 3200U, 4GB RAM, 128GB SSD $349.99",/f/14337956-gateway-14-1-fhd-ultra-slim-notebook-amd-ryzen-3-3200u-4gb-ram-128gb-ssd-349-99?src=catpagev2,Walmart,$349.99,https://slickdeals.net/computer-deals/?page=12
